NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,JogariaNovamente,EstadoEspirito,TerminoPartida,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 33,4,4,35,15,9,9,0,50,0,10,0.0,1.0,Half-Life 2,NAO,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,4,4,26,14,9,9,0,150,0,20,0.0,2.5,Spelunky,SIM,Indiferente,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,4,3,28,14,8,9,0,50,0,15,0.0,1.5,Spelunky,SIM,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,6,4,25,15,8,9,0,150,0,0,0.0,1.0,Spelunky,SIM,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,2,4,38,15,9,10,0,150,0,10,0.0,3.0,Half-Life 2,NAO,Triste,16,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,2,3,27,18,20,14,125,0,25,0,2.0,0.0,FEAR,SIM,Indiferente,16,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,4,3,38,15,10,10,75,0,10,0,1.5,0.0,Half-Life 2,SIM,Indiferente,16,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,1,3,27,18,19,14,75,125,5,25,0.5,0.5,FEAR,NAO,Triste,16,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,1,3,27,17,17,13,25,50,15,15,0.0,1.0,FEAR,NAO,Triste,16,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 4,2,3,39,16,9,9,100,0,0,0,0.5,0.0,Half-Life 2,NAO,Indiferente,16,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 34,5,4,25,13,8,8,75,50,5,0,3.0,3.0,Spelunky,SIM,Indiferente,14,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 34,3,3,22,16,13,11,150,50,10,20,0.0,3.0,FEAR,NAO,Indiferente,14,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 34,3,4,32,14,8,8,50,0,25,0,1.0,0.0,Half-Life 2,NAO,Indiferente,14,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 34,5,3,26,14,8,9,0,125,0,5,0.0,3.0,Spelunky,SIM,Indiferente,14,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 34,5,3,26,14,8,9,25,0,5,0,1.5,0.0,Spelunky,SIM,Indiferente,14,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 34,5,3,25,13,9,9,0,75,0,20,0.0,2.5,Spelunky,SIM,Indiferente,15,27,M,Engenharia de Controle e Automação,-1,4k,60,Nenhum,0,Manete
Player 1,3,3,39,12,10,10,50,0,10,0,1.0,0.0,Half-Life 2,NAO,Feliz,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,4,39,13,9,9,0,25,0,25,0.0,2.0,Half-Life 2,SIM,Feliz,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 35,5,3,25,13,8,8,0,75,0,15,0.0,3.0,Spelunky,SIM,Feliz,15,29,F,Design,8,1080p,60,Nenhum,0,Manete
Player 35,3,5,26,13,6,8,100,50,5,25,2.5,2.5,Half-Life 2,SIM,Feliz,15,29,F,Design,8,1080p,60,Nenhum,0,Manete
Player 35,3,4,22,16,13,11,125,100,10,25,2.0,2.0,FEAR,NAO,Feliz,15,29,F,Design,8,1080p,60,Nenhum,0,Manete
Player 35,5,3,27,14,8,9,100,125,5,25,1.0,1.0,Spelunky,SIM,Feliz,15,29,F,Design,8,1080p,60,Nenhum,0,Manete
Player 35,5,4,27,14,9,9,25,0,5,0,3.0,0.0,Spelunky,SIM,Feliz,15,29,F,Design,8,1080p,60,Nenhum,0,Manete
Player 36,2,4,30,13,8,9,25,0,20,0,2.0,0.0,Half-Life 2,NAO,Indiferente,17,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,4,36,14,9,9,0,75,0,15,0.0,2.0,Half-Life 2,SIM,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,4,3,24,13,8,8,25,25,20,25,1.0,1.0,Spelunky,SIM,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,3,4,28,15,8,9,50,50,15,5,0.0,2.5,Spelunky,SIM,Indiferente,20,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,4,39,16,10,10,0,125,0,25,0.0,0.5,Half-Life 2,SIM,Indiferente,20,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,3,27,20,16,13,0,50,0,15,0.0,3.0,FEAR,SIM,Indiferente,20,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,3,24,19,15,13,125,0,0,0,0.5,0.0,FEAR,SIM,Indiferente,20,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,3,4,36,13,9,9,25,150,25,15,0.0,0.0,Half-Life 2,SIM,Indiferente,17,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,0,3,23,16,18,13,150,0,10,0,1.5,0.0,FEAR,NAO,Indiferente,17,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 12,5,3,32,13,9,9,25,0,0,0,1.5,0.0,Half-Life 2,SIM,Feliz,14,25,M,Ciências da computação,5,-1080p,60,Half-Life 2,-1,Mouse
Player 12,5,4,36,14,8,9,125,0,20,0,0.5,0.0,Half-Life 2,SIM,Feliz,14,25,M,Ciências da computação,5,-1080p,60,Half-Life 2,-1,Mouse
Player 12,5,3,19,17,10,10,150,50,20,15,1.0,1.0,FEAR,SIM,Feliz,14,25,M,Ciências da computação,5,-1080p,60,Half-Life 2,-1,Mouse
Player 4,0,4,22,14,9,10,150,0,15,0,2.0,0.0,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,0,3,40,14,12,11,0,50,0,25,0.0,1.0,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,5,3,37,14,11,11,25,50,20,5,2.5,2.5,Half-Life 2,SIM,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,2,3,24,17,19,14,100,0,25,0,2.0,0.0,FEAR,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,3,3,25,16,21,15,100,100,5,5,1.5,1.5,FEAR,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,5,3,25,17,24,17,25,50,0,10,2.5,2.5,FEAR,SIM,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 36,0,3,26,17,21,15,75,100,15,15,0.0,3.0,FEAR,NAO,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,1,3,24,17,21,15,75,0,10,0,2.5,0.0,FEAR,NAO,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,4,27,17,21,15,50,0,5,0,2.0,0.0,FEAR,SIM,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,2,3,28,14,9,9,125,25,20,25,2.0,2.0,Spelunky,NAO,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,3,4,31,14,9,9,25,0,25,0,2.5,0.0,Spelunky,SIM,Indiferente,18,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 21,4,3,26,14,8,8,0,150,0,25,0.0,2.0,Spelunky,NAO,Feliz,15,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 21,2,4,21,17,17,13,100,0,10,0,1.5,0.0,FEAR,NAO,Feliz,15,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 21,6,4,27,14,8,9,25,50,5,15,3.0,3.0,Spelunky,SIM,Feliz,15,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 25,5,3,27,15,8,9,100,125,10,5,0.0,0.0,Spelunky,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,5,4,25,18,21,14,0,125,0,15,0.0,0.5,FEAR,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,5,3,39,15,9,9,0,50,0,5,0.0,0.5,Half-Life 2,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,6,3,38,15,9,9,25,0,5,0,1.5,0.0,Half-Life 2,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,6,4,40,16,10,10,25,125,0,10,3.0,3.0,Half-Life 2,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,6,3,25,18,19,14,100,0,5,0,1.0,0.0,FEAR,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 25,6,4,28,15,8,9,0,25,0,20,0.0,2.0,Spelunky,SIM,Feliz,15,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 36,2,4,22,15,17,13,50,150,10,20,0.5,0.5,FEAR,NAO,Indiferente,10,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 37,3,4,32,14,8,9,75,25,25,0,2.0,2.0,Half-Life 2,SIM,Feliz,12,19,M,Matemática,8,1080p,60,Nenhum,0,Mouse e Manete
Player 37,5,3,25,13,8,8,100,150,5,10,3.0,3.0,Spelunky,SIM,Feliz,12,19,M,Matemática,8,1080p,60,Nenhum,0,Mouse e Manete
Player 37,6,4,26,16,20,15,0,50,0,0,0.0,2.5,FEAR,SIM,Feliz,12,19,M,Matemática,8,1080p,60,Nenhum,0,Mouse e Manete
Player 37,6,3,39,14,9,9,50,0,20,0,1.0,0.0,Half-Life 2,SIM,Feliz,12,19,M,Matemática,8,1080p,60,Nenhum,0,Mouse e Manete
Player 36,3,3,22,16,19,14,75,0,0,0,0.5,0.0,FEAR,SIM,Indiferente,16,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 36,5,3,30,14,8,9,25,0,10,0,1.0,0.0,Spelunky,SIM,Indiferente,16,28,M,Doutorado Ciências da Computação,8,1080p,144,Nenhum,0,Mouse
Player 38,0,4,18,14,13,11,50,50,25,25,2.5,2.5,FEAR,SIM,Indiferente,17,22,M,Física,5,1080p,60,Nenhum,0,Celular
Player 39,4,4,30,14,8,9,0,100,0,25,0.0,2.5,Half-Life 2,SIM,Indiferente,17,23,F,Física,8,1080p,60,Nenhum,0,Celular
Player 39,5,4,22,15,14,11,25,0,15,0,1.0,0.0,FEAR,SIM,Indiferente,17,23,F,Física,8,1080p,60,Nenhum,0,Celular
Player 39,5,3,21,16,19,14,50,50,25,5,0.0,0.0,FEAR,SIM,Indiferente,17,23,F,Física,8,1080p,60,Nenhum,0,Celular
Player 40,3,3,20,14,8,8,150,150,20,20,2.5,2.5,Spelunky,SIM,Feliz,13,37,M,Professor,8,1440p,60,Nenhum,0,Mouse
Player 40,3,4,29,14,9,9,25,0,25,0,2.0,0.0,Spelunky,SIM,Feliz,13,37,M,Professor,8,1440p,60,Nenhum,0,Mouse
Player 40,3,4,14,16,14,11,100,50,0,5,1.0,1.0,FEAR,0,0,13,37,M,Professor,8,1440p,60,Nenhum,0,Mouse
Player 40,3,175,1,12,0,5,0,25,0,20,0.0,3.0,FEAR,0,0,16,37,M,Professor,8,1440p,60,Nenhum,0,Mouse
Player 41,4,4,22,17,17,13,0,75,0,20,0.0,0.5,FEAR,SIM,Feliz,16,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,5,3,27,14,8,9,0,150,0,10,0.0,1.0,Spelunky,SIM,Feliz,16,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,5,3,40,15,10,10,0,50,0,20,0.0,1.0,Half-Life 2,SIM,Feliz,16,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,5,4,36,15,9,9,25,25,20,25,0.5,0.5,Half-Life 2,SIM,Feliz,16,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,5,3,40,15,10,10,0,75,0,0,0.0,3.0,Half-Life 2,SIM,Feliz,16,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,0,913,0,12,0,5,100,50,20,5,0.0,0.0,Half-Life 2,NAO,Triste,08,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 41,4,4,35,16,9,10,0,0,0,0,1.5,0.0,Half-Life 2,SIM,Indiferente,08,20,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 42,3,3,26,18,17,13,75,125,5,25,2.5,2.5,FEAR,NAO,Indiferente,15,21,F,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e Celular
Player 42,3,3,26,16,8,9,100,50,20,10,0.5,0.5,Spelunky,SIM,Indiferente,15,21,F,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e Celular
Player 42,4,3,37,16,9,9,0,25,0,15,0.0,3.0,Half-Life 2,SIM,Feliz,15,21,F,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e Celular
Player 42,4,3,38,16,9,9,0,50,0,10,0.0,3.0,Half-Life 2,SIM,Feliz,15,21,F,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e Celular
